Name	City	State	Enrollment	E/D Ratio	Earnings	Low Income Debt	SAT	Admission %
Bauder College	Atlanta	GA	732	1.12231182795699	16700	14880	NA	NA
Randolph College	Lynchburg	VA	555	1.11304347826087	25600	23000	1097	0.7109
Phagans School of Hair Design-Portland	Portland	OR	157	1.11186440677966	16400	14750	NA	NA
Pacific Northwest College of Art	Portland	OR	521	1.10871750682177	19300	17407.5	NA	0.523
Clark Atlanta University	Atlanta	GA	3127	1.10706150341686	24300	21950	869	0.717
Fontbonne University	Saint Louis	MO	1444	1.10544780565301	33400	30214	1030	0.6329
National College of Business and Technology-Nashville	Nashville	TN	1223	1.10526315789474	21000	19000	NA	NA
Bryan College-Gold River	Gold River	CA	753	1.10285714285714	19300	17500	NA	NA
Missouri Tech	Saint Charles	MO	129	1.10046948356808	29300	26625	NA	1
Ringling College of Art and Design	Sarasota	FL	1376	1.096	27400	25000	NA	0.7329
Woodbury University	Burbank	CA	1261	1.09310344827586	31700	29000	955	0.7352
Hussian School of Art	Philadelphia	PA	133	1.08613745615175	20900	19242.5	NA	0.9778
Toni & Guy Hairdressing Academy-Coeur D Alene	Coeur D Alene	ID	119	1.07793718495541	13900	12895	NA	NA
Toni & Guy Hairdressing Academy-Boise	Boise	ID	144	1.07793718495541	13900	12895	NA	NA
Burlington College	Burlington	VT	178	1.07206670637284	18000	16790	NA	0.8483
South Carolina State University	Orangeburg	SC	3706	1.06914115689142	21200	19829	835	0.9581
Stenotype Institute of Jacksonville Inc-Jacksonville	Jacksonville	FL	203	1.06526315789474	25300	23750	NA	NA
Northland College	Ashland	WI	519	1.06190476190476	22300	21000	1077	0.7283
Midstate College	Peoria	IL	621	1.06174161313348	23800	22416	NA	0.8537
The New England Conservatory of Music	Boston	MA	401	1.05957446808511	24900	23500	NA	0.2701
Green Mountain College	Poultney	VT	626	1.05675729311371	21300	20156	1061	0.6682
California College of the Arts	Oakland	CA	1476	1.04814814814815	28300	27000	NA	0.7626
Oakwood University	Huntsville	AL	1930	1.045	20900	20000	906	0.4355
Cleveland Institute of Art	Cleveland	OH	535	1.04498326393991	25600	24498	1022	0.7073
The Creative Center	Omaha	NE	119	1.03589743589744	20200	19500	NA	0.79
Sierra Valley College of Court Reporting	Fresno	CA	169	1.02941176470588	14000	13600	NA	NA
Southern University and A & M College	Baton Rouge	LA	5727	1.02329165953074	23900	23356	890	0.4293
Dade Medical College-Miami	Miami	FL	864	1.01636520241171	17700	17415	NA	NA
Dade Medical College-Hialeah	Hialeah	FL	440	1.01636520241171	17700	17415	NA	NA
Dade Medical College-Homestead	Homestead	FL	297	1.01636520241171	17700	17415	NA	NA
Dade Medical College-Hollywood	Hollywood	FL	592	1.01636520241171	17700	17415	NA	NA
Hair Fashions By Kaye Beauty College-Indianapolis	Indianapolis	IN	118	1.0153870186675	13000	12803	NA	NA
Cornish College of the Arts	Seattle	WA	833	1.01337837237211	22800	22499	NA	0.5725
Moore College of Art and Design	Philadelphia	PA	467	1.012	25300	25000	986	0.6673
Oregon College of Art and Craft	Portland	OR	143	1.00952380952381	21200	21000	NA	0.8792
Coker College	Hartsville	SC	1098	1.00594059405941	25400	25250	993	0.5287
National College-Salem	Salem	VA	3593	1.00582923762716	17600	17498	NA	NA
National College-Dayton	Kettering	OH	266	1.00582923762716	17600	17498	NA	NA
National College-Youngstown	Youngstown	OH	371	1.00582923762716	17600	17498	NA	NA
National College-Cincinnati	Cincinnati	OH	276	1.00582923762716	17600	17498	NA	NA
National College-Columbus	Columbus	OH	124	1.00582923762716	17600	17498	NA	NA
Marygrove College	Detroit	MI	1001	1.00356529776839	22800	22719	800	0.4544
Columbia College	Columbia	SC	1108	0.995024875621891	25000	25125	1010	0.6884
Vogue Beauty School	Hiram	GA	114	0.987316776790461	13000	13167	NA	NA
College America-Flagstaff	Flagstaff	AZ	284	0.979748497550629	19400	19801	NA	NA
CollegeAmerica-Phoenix	Phoenix	AZ	301	0.979748497550629	19400	19801	NA	NA
Lincoln University of Pennsylvania	Lincoln University	PA	1736	0.972043010752688	22600	23250	855	0.3558
Johnson C Smith University	Charlotte	NC	1541	0.960869565217391	22100	23000	847	0.2885
Goddard College	Plainfield	VT	240	0.958482829318298	18700	19510	NA	1
Trumbull Business College	Warren	OH	318	0.951886465905157	16500	17334	NA	0.9524
Josephs College of Beauty-Lincoln	Lincoln	NE	264	0.949152542372881	14000	14750	NA	NA
Design Institute of San Diego	San Diego	CA	227	0.945125540251921	28100	29731.5	NA	NA
Kansas City Art Institute	Kansas City	MO	770	0.942857142857143	19800	21000	1071	0.6697
California Institute of the Arts	Valencia	CA	904	0.932142857142857	26100	28000	NA	0.2692
Columbia College Hollywood	Tarzana	CA	352	0.918484500574053	24800	27001	NA	0.6364
Claflin University	Orangeburg	SC	1821	0.915906960892903	21500	23474	886	0.3456
Fisk University	Nashville	TN	480	0.904347826086957	20800	23000	979	0.9817
Beulah Heights University	Atlanta	GA	640	0.892023648999066	25800	28923	NA	NA
Florida Memorial University	Miami Gardens	FL	1694	0.888421052631579	21100	23750	NA	0.3323
Memphis College of Art	Memphis	TN	376	0.873913043478261	20100	23000	1010	0.454
Jackson State University	Jackson	MS	6844	0.868822915678649	22900	26357.5	890	0.3134
National College-Lexington	Lexington	KY	1848	0.84664418793532	17200	20315.5	NA	NA
Stevens Institute of Business & Arts	Saint Louis	MO	195	0.845127375657097	20900	24730	NA	NA
Nossi College of Art	Madison	TN	338	0.841237113402062	20400	24250	NA	0.4893
Southern California Institute of Architecture	Los Angeles	CA	243	0.807249416327015	30600	37906.5	1080	0.8939
Mississippi Valley State University	Itta Bena	MS	2022	0.8	19200	24000	825	0.1613
Grambling State University	Grambling	LA	4437	0.7723483979506	20200	26154	865	0.5509
Manhattan School of Music	New York	NY	406	0.758490566037736	20100	26500	NA	0.4053
Cosmetology Career Insitute	Greenville	TX	107	0.756118591231677	11400	15077	NA	NA
Platt College-Aurora	Aurora	CO	196	0.751162790697674	32300	43000	NA	1
Naropa University	Boulder	CO	421	0.749425287356322	16300	21750	NA	0.9124
The Juilliard School	New York	NY	520	0.711538461538462	18500	26000	NA	0.0636
Maharishi University of Management	Fairfield	IA	347	0.591605720408068	12700	21467	NA	0.4112
Birmingham Southern College	Birmingham	AL	1305	NA	26800	NA	1166	0.6418
Samford University	Birmingham	AL	2927	NA	36400	NA	1176	0.8258
Hendrix College	Conway	AR	1413	NA	25800	NA	1292	0.825
Ouachita Baptist University	Arkadelphia	AR	1570	NA	28900	NA	1099	0.6375
Associated Technical College-San Diego	San Diego	CA	156	NA	15200	NA	NA	NA
California Institute of Technology	Pasadena	CA	978	NA	56100	NA	1520	0.1277
California Lutheran University	Thousand Oaks	CA	2709	NA	37100	NA	1115	0.4399
Concordia University-Irvine	Irvine	CA	1624	NA	31500	NA	1017	0.7597
Claremont McKenna College	Claremont	CA	1292	NA	48200	NA	1392	0.1412
Harvey Mudd College	Claremont	CA	778	NA	68500	NA	1497	0.2099
Interior Designers Institute	Newport Beach	CA	292	NA	34300	NA	NA	NA
The Master's College and Seminary	Santa Clarita	CA	1177	NA	29800	NA	1117	0.6946
Menlo College	Atherton	CA	682	NA	35000	NA	978	0.379
Pacific Union College	Angwin	CA	1487	NA	35100	NA	1010	0.4683
Pitzer College	Claremont	CA	1099	NA	29800	NA	1287	0.2413
Pomona College	Claremont	CA	1567	NA	34600	NA	1455	0.1403
William Jessup University	Rocklin	CA	859	NA	27400	NA	1015	0.6452
Santa Clara University	Santa Clara	CA	5182	NA	49800	NA	1256	0.5795
Scripps College	Claremont	CA	957	NA	34800	NA	1363	0.3629
Saint Marys College of California	Moraga	CA	2986	NA	41400	NA	1112	0.6915
Vanguard University of Southern California	Costa Mesa	CA	1897	NA	32300	NA	984	0.7371
Thomas Aquinas College	Santa Paula	CA	358	NA	23900	NA	1256	0.7895
Westmont College	Santa Barbara	CA	1329	NA	30500	NA	1188	0.613
Whittier College	Whittier	CA	1569	NA	31000	NA	1067	0.7148
Colorado College	Colorado Springs	CO	2008	NA	26600	NA	1349	0.2576
Colorado School of Mines	Golden	CO	3877	NA	64300	NA	1297	0.4455
Western State College of Colorado	Gunnison	CO	1958	NA	25600	NA	1015	0.9251
Fairfield University	Fairfield	CT	3655	NA	51900	NA	NA	0.7154
Manchester Community College	Manchester	CT	6648	NA	25700	NA	NA	NA
Naugatuck Valley Community College	Waterbury	CT	6710	NA	27300	NA	NA	NA
Mitchell College	New London	CT	864	NA	24400	NA	NA	0.9009
Northwestern Connecticut Community College	Winsted	CT	1307	NA	23700	NA	NA	NA
Paier College of Art Inc	Hamden	CT	172	NA	24700	NA	NA	NA
Quinnipiac University	Hamden	CT	6155	NA	46100	NA	1095	0.6312
Gateway Community College	New Haven	CT	6310	NA	26300	NA	NA	NA
Trinity College	Hartford	CT	2240	NA	45100	NA	1265	0.304
Wesleyan University	Middletown	CT	2870	NA	34800	NA	1391	0.2055
Yale University	New Haven	CT	5333	NA	60200	NA	1497	0.0788
Wesley College	Dover	DE	1649	NA	32300	NA	840	0.2028
American University	Washington	DC	6793	NA	43300	NA	1268	0.4163
Georgetown University	Washington	DC	7232	NA	66000	NA	1396	0.2015
Clearwater Christian College	Clearwater	FL	506	NA	28400	NA	1019	0.7508
Eckerd College	Saint Petersburg	FL	2320	NA	30100	NA	1130	0.6846
Flagler College-St Augustine	Saint Augustine	FL	2878	NA	29600	NA	1113	0.4045
Florida College	Temple Terrace	FL	501	NA	28000	NA	1061	0.6156
Florida Southern College	Lakeland	FL	2232	NA	30800	NA	1102	0.6508
La Belle Beauty School	Hialeah	FL	339	NA	13400	NA	NA	NA
Stetson University	DeLand	FL	2284	NA	33800	NA	1128	0.6647
The University of Tampa	Tampa	FL	6025	NA	35600	NA	1064	0.5292
Tom P Haney Technical Center	Panama City	FL	522	NA	18100	NA	NA	NA
Covenant College	Lookout Mountain	GA	1009	NA	32300	NA	1181	0.6
Emory University	Atlanta	GA	7337	NA	54500	NA	1363	0.2887
Young Harris College	Young Harris	GA	886	NA	24500	NA	999	0.5802
The College of Idaho	Caldwell	ID	1007	NA	28400	NA	1113	0.6546
University of Chicago	Chicago	IL	5377	NA	50000	NA	1468	0.1626
Elmhurst College	Elmhurst	IL	3093	NA	35100	NA	1088	0.7215
Illinois College	Jacksonville	IL	905	NA	31000	NA	NA	0.6482
Judson University	Elgin	IL	933	NA	33100	NA	1090	0.6406
Knox College	Galesburg	IL	1405	NA	27000	NA	NA	0.7153
Millikin University	Decatur	IL	2196	NA	33600	NA	1068	0.565
North Central College	Naperville	IL	2619	NA	36300	NA	1125	0.6461
North Park University	Chicago	IL	2196	NA	31900	NA	1030	0.4665
University of St Francis	Joliet	IL	1801	NA	43400	NA	1066	0.4447
Wheaton College	Wheaton	IL	2410	NA	33000	NA	1315	0.6473
Butler University	Indianapolis	IN	3846	NA	41900	NA	1220	0.6085
University of Evansville	Evansville	IN	2554	NA	33200	NA	1150	0.8277
Goshen College	Goshen	IN	849	NA	30100	NA	1094	0.5951
Grace College and Theological Seminary	Winona Lake	IN	1106	NA	25600	NA	1019	0.9514
Huntington University	Huntington	IN	1129	NA	27400	NA	1058	0.8843
Manchester College	North Manchester	IN	1282	NA	31400	NA	1007	0.6432
University of Notre Dame	Notre Dame	IN	8444	NA	58700	NA	1448	0.2429
Rose-Hulman Institute of Technology	Terre Haute	IN	1893	NA	63800	NA	1302	0.6224
Saint Josephs College	Rensselaer	IN	1045	NA	30600	NA	973	0.6009
Saint Mary's College	Notre Dame	IN	1491	NA	35900	NA	1125	0.8396
Taylor University	Upland	IN	1874	NA	27500	NA	1171	0.838
Allen College	Waterloo	IA	348	NA	47000	NA	NA	0.75
Central College	Pella	IA	1493	NA	33400	NA	1087	0.7315
Clarke University	Dubuque	IA	971	NA	32700	NA	1066	0.7436
Coe College	Cedar Rapids	IA	1324	NA	35500	NA	1181	0.6432
Dordt College	Sioux Center	IA	1357	NA	34200	NA	1096	0.7963
Grinnell College	Grinnell	IA	1639	NA	28500	NA	1330	0.448
Loras College	Dubuque	IA	1494	NA	34700	NA	1090	0.762
Luther College	Decorah	IA	2411	NA	34000	NA	1191	0.7214
Morningside College	Sioux City	IA	1278	NA	31700	NA	1090	0.6017
Northwestern College	Orange City	IA	1184	NA	30400	NA	1111	0.7438
Simpson College	Indianola	IA	1817	NA	36600	NA	1090	0.8482
Wartburg College	Waverly	IA	1757	NA	35800	NA	1083	0.7604
Baker University	Baldwin City	KS	1962	NA	41800	NA	1065	0.9211
Bethany College	Lindsborg	KS	581	NA	31200	NA	1013	0.5969
Kansas Wesleyan University	Salina	KS	803	NA	31100	NA	997	0.5868
University of Saint Mary	Leavenworth	KS	710	NA	29200	NA	960	0.5526
Tabor College	Hillsboro	KS	709	NA	31200	NA	1016	0.9115
Asbury University	Wilmore	KY	1335	NA	26500	NA	1105	0.6314
Bellarmine University	Louisville	KY	2389	NA	37700	NA	1114	0.5182
Berea College	Berea	KY	1613	NA	23800	NA	1121	0.1245
Georgetown College	Georgetown	KY	1233	NA	30800	NA	1094	0.8835
Thomas More College	Crestview Hills	KY	1381	NA	41600	NA	1044	0.8634
Transylvania University	Lexington	KY	1019	NA	28700	NA	1223	0.8375
Cameron College	New Orleans	LA	212	NA	21300	NA	NA	NA
Colby College	Waterville	ME	1815	NA	39600	NA	1337	0.2944
University of New England	Biddeford	ME	2231	NA	34800	NA	1065	0.8162
Maine College of Art	Portland	ME	353	NA	20500	NA	NA	0.9474
Saint Joseph's College of Maine	Standish	ME	1783	NA	33300	NA	961	0.8812
Unity College	Unity	ME	573	NA	25000	NA	NA	0.6147
Frostburg State University	Frostburg	MD	4617	NA	31500	NA	971	0.5524
Goucher College	Baltimore	MD	1420	NA	28600	NA	1160	0.7279
Hood College	Frederick	MD	1436	NA	33200	NA	1079	0.7922
Loyola University Maryland	Baltimore	MD	3835	NA	46200	NA	1194	0.6341
Maryland Institute College of Art	Baltimore	MD	1945	NA	25700	NA	1160	0.5496
Mount St Mary's University	Emmitsburg	MD	1777	NA	40000	NA	1059	0.656
St John's College	Annapolis	MD	490	NA	25700	NA	1293	0.7806
Stevenson University	Stevenson	MD	3804	NA	38800	NA	973	0.5815
McDaniel College	Westminster	MD	1551	NA	35800	NA	1090	0.7531
Anna Maria College	Paxton	MA	997	NA	30900	NA	901	0.5992
Assumption College	Worcester	MA	2237	NA	39700	NA	NA	0.7511
Babson College	Wellesley	MA	2007	NA	61700	NA	1316	0.3383
Bentley University	Waltham	MA	4161	NA	58000	NA	1197	0.4335
Berklee College of Music	Boston	MA	4307	NA	19900	NA	NA	0.2801
The Boston Conservatory	Boston	MA	506	NA	17200	NA	NA	NA
Brandeis University	Waltham	MA	3493	NA	36700	NA	1340	0.3999
Clark University	Worcester	MA	2240	NA	33200	NA	NA	0.6792
Curry College	Milton	MA	2601	NA	33900	NA	921	0.7182
Dean College	Franklin	MA	1265	NA	24000	NA	853	0.7006
Emerson College	Boston	MA	3571	NA	31700	NA	1225	0.4843
Emmanuel College	Boston	MA	2029	NA	36200	NA	1078	0.5572
Endicott College	Beverly	MA	2439	NA	38200	NA	1093	0.5901
Framingham State University	Framingham	MA	3885	NA	32500	NA	1026	0.655
College of the Holy Cross	Worcester	MA	2872	NA	45600	NA	NA	0.3312
Lesley University	Cambridge	MA	1786	NA	27000	NA	1053	0.6645
Massachusetts College of Pharmacy and Health Sciences	Boston	MA	1849	NA	101000	NA	1098	0.7956
Massachusetts College of Art and Design	Boston	MA	1850	NA	24000	NA	1073	0.631
Massachusetts Institute of Technology	Cambridge	MA	4363	NA	77900	NA	1490	0.0973
Massachusetts Maritime Academy	Buzzards Bay	MA	1269	NA	62900	NA	1047	0.6281
Montserrat College of Art	Beverly	MA	390	NA	22000	NA	NA	NA
Simmons College	Boston	MA	1807	NA	43900	NA	1122	0.4658
Bard College at Simon's Rock	Great Barrington	MA	345	NA	20500	NA	NA	0.8724
Smith College	Northampton	MA	2627	NA	33200	NA	NA	0.4547
Suffolk University	Boston	MA	5640	NA	37600	NA	1030	0.7899
Tufts University	Medford	MA	5136	NA	56400	NA	1420	0.2186
Western New England University	Springfield	MA	2642	NA	39200	NA	1073	0.7985
Wheelock College	Boston	MA	872	NA	30600	NA	959	0.7066
Williams College	Williamstown	MA	2014	NA	38100	NA	1416	0.1872
Worcester Polytechnic Institute	Worcester	MA	3746	NA	63500	NA	NA	0.5672
Adrian College	Adrian	MI	1656	NA	27400	NA	1010	0.6439
Alma College	Alma	MI	1389	NA	28700	NA	1128	0.7285
Calvin College	Grand Rapids	MI	3797	NA	32100	NA	1181	0.7539
Hope College	Holland	MI	3168	NA	32300	NA	1203	0.8224
Bethany Lutheran College	Mankato	MN	596	NA	29800	NA	1105	0.8429
Concordia College at Moorhead	Moorhead	MN	2667	NA	33400	NA	1148	0.9456
Hamline University	Saint Paul	MN	1907	NA	37500	NA	1103	0.7146
Minneapolis College of Art and Design	Minneapolis	MN	594	NA	25000	NA	1106	0.6355
University of Minnesota-Morris	Morris	MN	1822	NA	29700	NA	1165	0.6189
Saint Johns University	Collegeville	MN	1890	NA	41300	NA	1160	0.7438
Saint Mary's University of Minnesota	Winona	MN	2010	NA	33500	NA	1046	0.719
St Olaf College	Northfield	MN	3128	NA	35400	NA	1317	0.5295
Millsaps College	Jackson	MS	893	NA	32900	NA	1183	0.6054
Hillyard Technical Center	Saint Joseph	MO	154	NA	36500	NA	NA	NA
Truman State University	Kirksville	MO	5550	NA	31800	NA	1244	0.7503
Ozark Christian College	Joplin	MO	638	NA	22700	NA	NA	NA
Rockhurst University	Kansas City	MO	1525	NA	40400	NA	1120	0.7615
St Louis College of Pharmacy	Saint Louis	MO	693	NA	115100	NA	NA	NA
Washington University in St Louis	Saint Louis	MO	6658	NA	50200	NA	1467	0.1652
Westminster College	Fulton	MO	1079	NA	29700	NA	1112	0.7051
William Jewell College	Liberty	MO	1060	NA	36400	NA	1159	0.5408
William Woods University	Fulton	MO	1021	NA	29200	NA	1041	0.7995
Carroll College	Helena	MT	1381	NA	34600	NA	1116	0.7198
Concordia University-Seward	Seward	NE	1211	NA	30500	NA	1103	0.6865
Creighton University	Omaha	NE	4080	NA	44100	NA	1213	0.7781
Hastings College	Hastings	NE	1148	NA	33000	NA	1068	0.7049
Midland University	Fremont	NE	971	NA	33200	NA	1070	0.538
University of Nebraska Medical Center	Omaha	NE	991	NA	56300	NA	NA	NA
Nebraska Wesleyan University	Lincoln	NE	1754	NA	34100	NA	1165	0.8197
Union College	Lincoln	NE	722	NA	29700	NA	1030	0.5744
Colby-Sawyer College	New London	NH	1257	NA	33800	NA	NA	0.8293
Daniel Webster College	Nashua	NH	642	NA	38100	NA	935	0.6603
Dartmouth College	Hanover	NH	4106	NA	54400	NA	1454	0.1168
New England College	Henniker	NH	951	NA	28500	NA	NA	0.7673
Rivier College	Nashua	NH	1321	NA	38400	NA	919	0.8059
Centenary College	Hackettstown	NJ	1915	NA	35200	NA	908	0.8774
Drew University	Madison	NJ	1676	NA	31300	NA	1121	0.8408
Ramapo College of New Jersey	Mahwah	NJ	5472	NA	38500	NA	1117	0.503
Stevens Institute of Technology	Hoboken	NJ	2421	NA	63000	NA	1285	0.4167
The College of New Jersey	Ewing	NJ	6397	NA	44800	NA	1226	0.464
De Wolff College Hair Styling and Cosmetology	Albuquerque	NM	120	NA	12700	NA	NA	NA
New Mexico Military Institute	Roswell	NM	463	NA	29600	NA	952	0.4245
Alfred University	Alfred	NY	1918	NA	29600	NA	1083	0.723
Bard College	Annandale-On-Hudson	NY	1943	NA	24300	NA	NA	0.3457
Phillips Beth Israel School of Nursing	New York	NY	263	NA	79700	NA	NA	0.2128
Cazenovia College	Cazenovia	NY	1025	NA	27800	NA	NA	0.7048
Clarkson University	Potsdam	NY	2975	NA	56700	NA	1158	0.7746
Colgate University	Hamilton	NY	2927	NA	39800	NA	1360	0.2942
Elmira College	Elmira	NY	1280	NA	35400	NA	1101	0.7545
Houghton College	Houghton	NY	1213	NA	27100	NA	1139	0.7161
Iona College	New Rochelle	NY	3163	NA	37700	NA	990	0.8738
Ithaca College	Ithaca	NY	6228	NA	36400	NA	1151	0.682
Manhattan College	Riverdale	NY	3237	NA	47600	NA	NA	NA
Manhattanville College	Purchase	NY	1689	NA	33700	NA	NA	0.6016
Marist College	Poughkeepsie	NY	5019	NA	41500	NA	NA	0.3373
Marymount Manhattan College	New York	NY	1905	NA	27700	NA	1060	0.7892
Southern Westchester BOCES-Practical Nursing Program	Elmsford	NY	164	NA	54000	NA	NA	0.5795
