School.Name	State	Admin1987	Admin2011	Student1987	Student2011	AdminFC	StudentFC	AdmintoStudentFCRatio
Trevecca Nazarene University	Tennessee	82	127	850	2283	1.54878048780488	2.68588235294118	0.576637500934799
South Texas College of Law	Texas	66	65	731	1255	0.984848484848485	1.71682626538988	0.573644814680671
Porterville College	California	15	18	1303	2726	1.2	2.09209516500384	0.573587674247982
Morton College	Illinois	27	29	1788	3358	1.07407407407407	1.87807606263982	0.571901263979882
Monroe County Community College	Michigan	30	26	1813	2750	0.866666666666667	1.51682294539437	0.571369696969697
Allan Hancock College	California	61	54	4421	6857	0.885245901639344	1.5510065596019	0.570755743203666
Dutchess Community College	New York	69	68	3804	6571	0.985507246376812	1.72739221871714	0.570517358882574
Viterbo University	Wisconsin	47	94	836	2934	2	3.50956937799043	0.569870483980913
Central Connecticut State University	Connecticut	449	310	8397	10226	0.690423162583519	1.21781588662618	0.566935585391532
College of San Mateo	California	60	22	8430	5454	0.366666666666667	0.646975088967972	0.566740007334067
Clarion University of Pennsylvania	Pennsylvania	272	180	5277	6175	0.661764705882353	1.17017244646579	0.565527506549178
Los Angeles Pierce College	California	53	32	10654	11384	0.60377358490566	1.06851886615356	0.565056550736552
Southwestern Adventist University	Texas	50	30	698	743	0.6	1.06446991404011	0.563660834454913
Mesa Community College	Arizona	133	111	10375	15362	0.834586466165414	1.48067469879518	0.563652817762411
Simmons College	Massachusetts	169	220	1991	4614	1.30177514792899	2.31742842792567	0.561732622350808
Tennessee Technological University	Tennessee	335	283	6421	9697	0.844776119402985	1.51020090328609	0.55937995902718
Marist College	New York	284	237	3670	5477	0.834507042253521	1.49237057220708	0.559182188254596
College of the Desert	California	36	31	3813	5872	0.861111111111111	1.53999475478626	0.559164963669392
University of Nebraska Medical Center	Nebraska	1522	1872	1915	4215	1.2299605781866	2.20104438642298	0.558807712272202
University of South Alabama	Alabama	813	769	8009	13590	0.945879458794588	1.69684105381446	0.557435510337443
Evangel University	Missouri	114	87	1519	2082	0.763157894736842	1.37063857801185	0.556790029829617
Millersville University of Pennsylvania	Pennsylvania	289	227	5649	8006	0.785467128027682	1.4172419897327	0.554222309046762
Northeastern Oklahoma A&M College	Oklahoma	32	18	2124	2162	0.5625	1.01789077212806	0.552613320999075
Los Angeles Southwest College	California	29	23	2439	3511	0.793103448275862	1.43952439524395	0.550948251308695
Contra Costa College	California	33	22	3890	4708	0.666666666666667	1.21028277634961	0.550835457377513
Haywood Community College	North Carolina	23	33	765	1995	1.43478260869565	2.6078431372549	0.550179797319385
Denmark Technical College	South Carolina	15	25	627	1901	1.66666666666667	3.03189792663477	0.549710678590216
University of California-Irvine	California	2227	2458	14424	29061	1.103726986978	2.01476705490849	0.547818659377538
Randolph Community College	North Carolina	31	52	842	2587	1.67741935483871	3.07244655581948	0.54595558437348
Cerritos College	California	68	51	9722	13399	0.75	1.37821435918535	0.544182401671767
Rosalind Franklin University of Medicine and Science	Illinois	74	142	832	2937	1.91891891891892	3.53004807692308	0.543595689663105
South Georgia College	Georgia	31	51	666	2019	1.64516129032258	3.03153153153153	0.542683219096007
Lawrence Technological University	Michigan	320	101	4383	2552	0.315625	0.582249600730094	0.54207851684953
Hawaii Pacific University	Hawaii	251	248	3367	6193	0.98804780876494	1.83932283932284	0.537180198952294
Wayland Baptist University	Texas	83	209	1201	5630	2.51807228915663	4.68776019983347	0.537158937704637
Palomar College	California	68	66	8725	15776	0.970588235294118	1.80813753581662	0.536788942250328
Sam Houston State University	Texas	434	485	8258	17205	1.11751152073733	2.08343424558004	0.536379548866542
Shippensburg University of Pennsylvania	Pennsylvania	279	210	5290	7436	0.752688172043011	1.40567107750473	0.535465361768091
California Baptist University	California	42	203	583	5280	4.83333333333333	9.05660377358491	0.533680555555555
El Camino College-Compton Center	California	27	28	2497	4854	1.03703703703704	1.94393271926312	0.533473729188603
Boricua College	New York	80	54	1072	1360	0.675	1.26865671641791	0.532058823529412
Saint Johns River State College	Florida	29	57	1339	4963	1.96551724137931	3.70649738610904	0.530289660730787
Cleveland Community College	North Carolina	28	50	779	2637	1.78571428571429	3.38510911424904	0.527520450728642
Rush University	Illinois	3057	3235	889	1790	1.0582270199542	2.01349831271091	0.525566380301278
Western Washington University	Washington	458	372	9041	14002	0.812227074235808	1.54872248645061	0.524449719909009
Arapahoe Community College	Colorado	35	30	3712	6067	0.857142857142857	1.63442887931034	0.524429583931809
Saint Ambrose University	Iowa	109	136	1327	3170	1.24770642201835	2.38884702336096	0.522304864990015
Brooklyn Law School	New York	75	58	889	1318	0.773333333333333	1.48256467941507	0.52161861406171
East Stroudsburg University of Pennsylvania	Pennsylvania	202	179	3972	6753	0.886138613861386	1.70015105740181	0.521211694692348
A T Still University of Health Sciences	Missouri	65	275	506	4129	4.23076923076923	8.1600790513834	0.518471598636287
Union University	Tennessee	111	156	1495	4074	1.40540540540541	2.72508361204013	0.515729278615877
Faulkner University	Alabama	81	126	1109	3351	1.55555555555556	3.02164111812444	0.514804867535396
Seattle Pacific University	Washington	185	169	2218	3947	0.913513513513514	1.7795311091073	0.513345065359253
Dowling College	New York	200	130	2451	3119	0.65	1.27254181966544	0.510788714331517
Lock Haven University	Pennsylvania	136	132	2757	5242	0.970588235294118	1.90134203844759	0.510475346185784
Southern Adventist University	Tennessee	86	107	1165	2855	1.24418604651163	2.45064377682403	0.507697633690384
Riverside City College	California	69	49	7944	11193	0.710144927536232	1.40898791540786	0.504010658835685
Solano Community College	California	44	32	4895	7075	0.727272727272727	1.44535240040858	0.503180212014134
Texas State University-San Marcos	Texas	858	836	16836	32622	0.974358974358974	1.9376336421953	0.502860268907722
Upper Iowa University	Iowa	67	211	958	6003	3.14925373134328	6.26617954070981	0.502579555993148
Linn-Benton Community College	Oregon	59	44	3256	4853	0.745762711864407	1.49047911547912	0.500350997286319
Texas A & M University-Commerce	Texas	229	251	3957	8677	1.09606986899563	2.19282284559009	0.499844240130889
University of the Incarnate Word	Texas	104	278	1313	7040	2.67307692307692	5.36176694592536	0.498544034090909
University of Houston-Downtown	Texas	202	234	4141	9642	1.15841584158416	2.32842308621106	0.497510889856876
Nova Southeastern University	Florida	360	1348	4228	32098	3.74444444444444	7.59176915799432	0.493224223039165
Massachusetts Maritime Academy	Massachusetts	68	92	602	1653	1.35294117647059	2.74584717607973	0.492722678908224
Los Angeles Harbor College	California	38	22	4927	5790	0.578947368421053	1.17515729652933	0.49265521316244
Oakland City University	Indiana	26	43	558	1875	1.65384615384615	3.36021505376344	0.492184615384615
Southern University at Shreveport	Louisiana	36	55	714	2221	1.52777777777778	3.11064425770308	0.491145129821402
Merced College	California	54	47	4084	7238	0.87037037037037	1.77228207639569	0.491101491101491
Passaic County Community College	New Jersey	67	149	1390	6341	2.22388059701493	4.56187050359712	0.487493144590876
Cuesta College	California	36	29	4311	7173	0.805555555555556	1.66388308977035	0.484141921092988
Pikes Peak Community College	Colorado	67	98	3616	10967	1.46268656716418	3.0329092920354	0.482271781422966
Kutztown University of Pennsylvania	Pennsylvania	300	230	5835	9353	0.766666666666667	1.60291345329906	0.478295733989094
Los Angeles Valley College	California	54	26	9681	9782	0.481481481481481	1.01043280652825	0.476510143347191
Ranken Technical College	Missouri	44	55	815	2154	1.25	2.64294478527607	0.472957288765088
Regis University	Colorado	197	291	2618	8222	1.47715736040609	3.14056531703591	0.470347600284985
National Louis University	Illinois	288	200	2843	4198	0.694444444444444	1.47660921561731	0.470296702133291
Los Angeles Trade Technical College	California	55	32	6605	8182	0.581818181818182	1.23875851627555	0.469678451589965
Georgetown University	District of Columbia	2426	1835	9412	15178	0.75638911788953	1.61262218444539	0.469042981787868
Walla Walla University	Washington	97	65	1281	1848	0.670103092783505	1.44262295081967	0.46450328022493
City College of San Francisco	California	181	120	13883	19917	0.662983425414365	1.43463228408845	0.462127775017705
Glendale Community College	Arizona	108	75	8457	12727	0.694444444444444	1.50490717748611	0.461453340666824
Edinboro University of Pennsylvania	Pennsylvania	280	166	5511	7117	0.592857142857143	1.29141716566866	0.459074850960477
Technical College of the Lowcountry	South Carolina	26	40	542	1832	1.53846153846154	3.38007380073801	0.455156197514276
The University of Texas Medical Branch	Texas	2560	2419	1464	3041	0.944921875	2.07718579234973	0.454904842157185
Hudson County Community College	New Jersey	66	93	2282	7112	1.40909090909091	3.11656441717791	0.452129563350036
Horry-Georgetown Technical College	South Carolina	28	68	1069	5750	2.42857142857143	5.37885874649205	0.451503105590062
Indian River State College	Florida	70	74	5244	12319	1.05714285714286	2.34916094584287	0.450008697366437
Northwest Mississippi Community College	Mississippi	83	98	2586	6794	1.18072289156627	2.62722351121423	0.449418515983274
Metropolitan College of New York	New York	52	54	713	1653	1.03846153846154	2.31837307152875	0.447926846293453
Rio Hondo College	California	51	33	6856	9905	0.647058823529412	1.44471995332555	0.447878373964427
Slippery Rock University of Pennsylvania	Pennsylvania	304	199	6021	8814	0.654605263157895	1.4638764324863	0.447172485758303
Air Force Institute of Technology-Graduate School of Engineering & Management	Ohio	109	78	515	828	0.715596330275229	1.60776699029126	0.445087089482782
State Fair Community College	Missouri	33	51	1067	3712	1.54545454545455	3.47891283973758	0.444234913793103
Colegio Universitario de San Juan	Puerto Rico	36	28	862	1510	0.777777777777778	1.75174013921114	0.444002943340692
University of New Mexico-Valencia County Campus	New Mexico	17	24	511	1628	1.41176470588235	3.18590998043053	0.443127619598208
West Chester University of Pennsylvania	Pennsylvania	449	323	8633	14025	0.719376391982183	1.62458009961775	0.442807585881082
Dallas Theological Seminary	Texas	47	47	627	1432	1	2.28389154704944	0.437849162011173
Halifax Community College	North Carolina	31	30	665	1471	0.967741935483871	2.21203007518797	0.437490405912151
Dallas Baptist University	Texas	86	137	1154	4246	1.59302325581395	3.67937608318891	0.432960159493477
Nash Community College	North Carolina	25	34	801	2554	1.36	3.18851435705368	0.426530931871574
College of the Sequoias	California	68	41	5235	7409	0.602941176470588	1.4152817574021	0.426022008209411
College of Alameda	California	30	16	3030	3815	0.533333333333333	1.25907590759076	0.423591087811271
Modesto Junior College	California	40	30	6307	11182	0.75	1.77295068970985	0.423023609372205
New York University	New York	4901	4562	20025	44278	0.930830442766782	2.21113607990012	0.420973838393893
Trinity Washington University	District of Columbia	44	72	516	2020	1.63636363636364	3.91472868217054	0.418001800180018
Saint Joseph's College of Maine	Maine	48	93	582	2710	1.9375	4.65635738831615	0.41609778597786
Schoolcraft College	Michigan	54	50	4556	10153	0.925925925925926	2.22848990342406	0.415494781691965
Glendale Community College	California	87	67	6772	12565	0.770114942528736	1.85543414057885	0.415059163613577
Essex County College	New Jersey	183	202	3747	9993	1.10382513661202	2.66693354683747	0.413893003791178
Texas Woman's University	Texas	267	303	4331	11882	1.13483146067416	2.74347725698453	0.413647118008734
Laney College	California	45	29	5324	8312	0.644444444444444	1.56123215627348	0.41277938188429
American River College	California	55	38	10205	17132	0.690909090909091	1.67878490935816	0.411553074522955
Bainbridge College	Georgia	19	52	508	3381	2.73684210526316	6.65551181102362	0.411214371332057
University of New England	Maine	123	282	895	5025	2.29268292682927	5.6145251396648	0.408348501395462
Los Angeles City College	California	49	27	8332	11347	0.551020408163265	1.36185789726356	0.404609327647513
Waynesburg University	Pennsylvania	72	76	855	2270	1.05555555555556	2.65497076023392	0.397577092511013
Cosumnes River College	California	34	26	4235	8171	0.764705882352941	1.92939787485242	0.396344316701102
Victor Valley College	California	27	32	2615	7856	1.18518518518519	3.00420650095602	0.394508561514672
MiraCosta College	California	36	46	3348	10852	1.27777777777778	3.24133811230585	0.39421304828603
Merritt College	California	37	18	3176	3927	0.486486486486487	1.23646095717884	0.393450746391923
Lincoln Memorial University	Tennessee	82	141	1084	4748	1.71951219512195	4.38007380073801	0.392576078246039
Latter-day Saints Business College	Utah	35	39	655	1868	1.11428571428571	2.85190839694656	0.390715815234017
Navarro College	Texas	20	40	1568	8047	2	5.13201530612245	0.389710451099789
Edgecombe Community College	North Carolina	24	35	730	2829	1.45833333333333	3.87534246575342	0.376310828325675
De Anza College	California	186	79	14312	16501	0.424731182795699	1.15294857462269	0.368386927348163
Cape Fear Community College	North Carolina	35	72	1561	8730	2.05714285714286	5.59256886611147	0.367835051546392
Cuyamaca College	California	17	19	1447	4399	1.11764705882353	3.04008293020041	0.367637029806239
Stanly Community College	North Carolina	35	39	834	2554	1.11428571428571	3.06235011990408	0.363866204273409
West Los Angeles College	California	38	17	4496	5596	0.447368421052632	1.24466192170819	0.359429667807833
Lake Tahoe Community College	California	9	9	673	1884	1	2.79940564635958	0.357218683651805
New Orleans Baptist Theological Seminary	Louisiana	86	49	1055	1704	0.569767441860465	1.61516587677725	0.35276094551807
Chabot College	California	76	20	10409	7791	0.263157894736842	0.748486886348352	0.351586513453445
Oxnard College	California	25	13	2726	4052	0.52	1.48642699926632	0.349832181638697
Howard University	District of Columbia	2424	973	9354	10815	0.401402640264026	1.15618986529827	0.347177096350412
Medical University of South Carolina	South Carolina	1297	1389	1684	5226	1.07093292212799	3.10332541567696	0.34509204762027
